move_count_10s,arm_count_10s,gripper_count_10s,action_switch_count_10s,maximum_speed,average_speed,zone_transition_count,gripper_toggle_count,first_arm_use_for_identity,first_gripper_use_for_identity,previous_failures,hour_of_day,seconds_since_last_action
18.0,0.0,1.0,1.0,0.9106355576183881,0.8674858892275384,1.0,1.0,0.0,0.0,0.0,16.0,3.144272654586838
21.0,0.0,1.0,0.0,0.46740789159216994,0.6147391613217907,1.0,1.0,0.0,0.0,0.0,17.0,2.494714436726295
30.0,1.0,0.0,0.0,0.988313322587498,0.9196609790850769,1.0,0.0,0.0,0.0,0.0,11.0,5.460361243528085
26.0,1.0,0.0,2.0,0.8472111173804353,0.835804164473154,0.0,0.0,0.0,0.0,0.0,14.0,1.6351384590621543
18.0,0.0,1.0,0.0,0.559378296852137,0.4764631789667111,1.0,1.0,0.0,0.0,0.0,13.0,7.0331828810411885
31.0,1.0,0.0,0.0,0.5906741985217048,0.7736197431783939,1.0,0.0,0.0,0.0,0.0,16.0,4.239406683395573
24.0,1.0,0.0,1.0,0.40868926262393934,0.737694163008014,0.0,0.0,0.0,0.0,0.0,14.0,4.685121570728854
28.0,0.0,0.0,1.0,0.5412776731115505,0.8866139868267663,1.0,0.0,0.0,0.0,0.0,13.0,4.885485919529494
20.0,0.0,0.0,0.0,0.7290933741174135,0.5561485776850172,0.0,0.0,0.0,0.0,0.0,12.0,5.487902698439025
28.0,0.0,0.0,2.0,0.4785811211007475,0.4565279132758209,0.0,0.0,0.0,0.0,0.0,15.0,5.19387886929286
19.0,0.0,0.0,0.0,0.7245125065561908,0.6498193928312039,0.0,0.0,0.0,0.0,0.0,16.0,1.383375122408431
32.0,0.0,0.0,0.0,1.0145992537795616,0.6772971366633628,0.0,0.0,0.0,0.0,0.0,12.0,9.002739563969904
15.0,0.0,0.0,0.0,0.6739238109321113,0.46444010733090557,0.0,0.0,0.0,0.0,0.0,17.0,1.4165066265458561
10.0,0.0,0.0,1.0,0.725757100612032,0.9468737531985936,1.0,0.0,0.0,0.0,0.0,12.0,8.397989644942642
31.0,1.0,0.0,1.0,0.7848295823016166,0.9024814499671425,0.0,0.0,0.0,0.0,0.0,17.0,1.7693135331526253
15.0,0.0,1.0,1.0,0.9674906831320276,0.8727295264771021,1.0,1.0,0.0,0.0,0.0,15.0,9.290764771482543
2.0,0.0,0.0,0.0,0.6066451799682099,0.8247993606814247,0.0,0.0,0.0,0.0,0.0,14.0,10.270418269118515
13.0,1.0,0.0,0.0,0.40384689908013727,0.9288460239037322,1.0,0.0,0.0,0.0,0.0,17.0,5.196393680142615
30.0,0.0,0.0,0.0,0.4649932792352401,0.8885983920773485,1.0,0.0,0.0,0.0,0.0,17.0,0.9111614194313046
3.0,0.0,1.0,1.0,0.8402357898329886,0.7240490230073213,1.0,1.0,0.0,0.0,0.0,10.0,10.80989218351555
22.0,0.0,0.0,0.0,0.917566996399848,0.9257542766433159,0.0,0.0,0.0,0.0,0.0,8.0,3.123601044035395
27.0,0.0,0.0,1.0,1.0077885923112062,0.4013885224663666,1.0,0.0,0.0,0.0,0.0,8.0,6.5532102062129045
19.0,0.0,1.0,0.0,0.5932853369641796,0.8953672782037286,1.0,1.0,0.0,0.0,0.0,10.0,4.658622094741992
5.0,1.0,0.0,1.0,0.7569936347440003,0.4564872769744958,0.0,0.0,0.0,0.0,0.0,10.0,8.550477308857474
7.0,0.0,1.0,0.0,0.5965167828071781,0.647343426899217,1.0,1.0,0.0,0.0,0.0,8.0,11.916202726662327
33.0,1.0,0.0,2.0,0.48602950014815216,0.4212594916460029,0.0,0.0,0.0,0.0,0.0,12.0,1.4802125381598086
9.0,0.0,0.0,1.0,0.5054343076056103,0.8728576606864216,0.0,0.0,0.0,0.0,0.0,13.0,1.628101760465302
20.0,0.0,0.0,2.0,0.8642147093544569,0.6832837308234018,0.0,0.0,0.0,0.0,0.0,8.0,3.8168791411132177
32.0,0.0,0.0,1.0,0.8828050092377823,0.5868424721962441,0.0,0.0,0.0,0.0,0.0,8.0,10.149407632608211
32.0,0.0,1.0,1.0,0.6500465194840908,0.6863730719602958,0.0,1.0,0.0,0.0,0.0,16.0,8.871238495035465
5.0,0.0,0.0,1.0,0.576792155443871,0.7136814455952566,0.0,0.0,0.0,0.0,0.0,13.0,0.667335895234419
7.0,1.0,0.0,0.0,0.5381941614981252,0.6181523754701951,0.0,0.0,0.0,0.0,0.0,17.0,2.4456948230514164
23.0,0.0,0.0,2.0,0.8127982238305687,0.7022220522281177,1.0,0.0,0.0,0.0,0.0,10.0,1.5873623760269715
6.0,0.0,0.0,0.0,0.8641742055575864,0.6634287735582144,1.0,0.0,0.0,0.0,0.0,14.0,0.5777709284284201
16.0,0.0,0.0,1.0,0.5892239062598823,0.6530942789817442,0.0,0.0,0.0,0.0,0.0,10.0,11.535271173853985
26.0,0.0,0.0,1.0,0.5334772055611606,0.7151406157880673,0.0,0.0,0.0,0.0,0.0,10.0,3.4044479821479863
5.0,0.0,0.0,0.0,0.5580192677466521,0.7646287493450534,1.0,0.0,0.0,0.0,0.0,13.0,6.790727680766839
19.0,0.0,0.0,2.0,0.5020003780532216,0.8303243830948582,0.0,0.0,0.0,0.0,0.0,8.0,4.487218965108548
31.0,0.0,0.0,0.0,0.9829106941036898,0.40582149091567193,0.0,0.0,0.0,0.0,0.0,15.0,0.6909139934653886
20.0,0.0,0.0,2.0,0.5245728149916302,0.7147234149782931,0.0,0.0,0.0,0.0,0.0,15.0,2.9753448227299484
7.0,0.0,0.0,1.0,0.819858880307941,0.5942199851382769,0.0,0.0,0.0,0.0,0.0,16.0,4.289914533109002
18.0,0.0,0.0,1.0,0.800122139189854,0.5765078249795125,0.0,0.0,0.0,0.0,0.0,13.0,7.872056180324558
4.0,0.0,0.0,2.0,0.7120833618967671,0.8324243374099883,1.0,0.0,0.0,0.0,0.0,11.0,9.221679404526883
27.0,0.0,0.0,0.0,0.7209947550588817,0.44840622823512105,0.0,0.0,0.0,0.0,0.0,9.0,1.834476214090716
28.0,0.0,0.0,2.0,0.8823165033090004,0.7805459462252149,0.0,0.0,0.0,0.0,0.0,14.0,6.14426999401484
16.0,0.0,1.0,1.0,1.009207278225877,0.835916049664815,0.0,1.0,0.0,0.0,0.0,13.0,1.6803500036596732
34.0,0.0,1.0,0.0,0.863576810195664,0.3768581547270514,1.0,1.0,0.0,0.0,0.0,14.0,3.6612523280966576
28.0,0.0,1.0,2.0,0.7028263472606837,0.8255635245025955,1.0,1.0,0.0,0.0,0.0,16.0,3.5166009134029435
15.0,0.0,0.0,1.0,0.5088372457238929,0.9078847532954604,1.0,0.0,0.0,0.0,0.0,8.0,8.987530004156415
27.0,1.0,0.0,2.0,0.9779694744264856,0.6387998011846077,0.0,0.0,0.0,0.0,0.0,17.0,8.469904966649283
30.0,0.0,0.0,0.0,0.5234169982961977,0.7633518435341167,1.0,0.0,0.0,0.0,0.0,11.0,11.423615877128594
23.0,0.0,0.0,1.0,0.4806080179249667,0.7087239962145404,1.0,0.0,0.0,0.0,0.0,9.0,1.6695877793041727
21.0,0.0,0.0,2.0,0.6691836933279044,0.6434027814582215,1.0,0.0,0.0,0.0,0.0,11.0,11.832930415121732
23.0,0.0,0.0,0.0,0.662588441131649,0.8636130634438124,1.0,0.0,0.0,0.0,0.0,16.0,7.220513093593167
13.0,0.0,0.0,1.0,0.42264755374359453,0.6895517683175156,1.0,0.0,0.0,0.0,0.0,11.0,0.2310461482115577
7.0,0.0,0.0,2.0,0.8316674117737478,0.47086716907792125,1.0,0.0,0.0,0.0,0.0,15.0,7.463949980433196
7.0,0.0,0.0,1.0,1.0045772580537426,0.8091301262211947,1.0,0.0,0.0,0.0,0.0,8.0,11.432261111985593
8.0,0.0,0.0,0.0,0.8531659438171042,0.7056902782627436,0.0,0.0,0.0,0.0,0.0,10.0,10.019699124956711
14.0,0.0,0.0,2.0,0.5458100197032536,0.9170278893972522,0.0,0.0,0.0,0.0,0.0,14.0,4.866412672376499
34.0,0.0,0.0,2.0,0.5861178515322913,0.48623136563151115,1.0,0.0,0.0,0.0,0.0,16.0,5.725742520178484
20.0,0.0,0.0,0.0,0.7038314159822499,0.537126524743545,0.0,0.0,0.0,0.0,0.0,13.0,4.008145483662718
6.0,0.0,1.0,0.0,0.9000157419522653,0.8481409384279458,0.0,1.0,0.0,0.0,0.0,16.0,9.150661995701082
11.0,1.0,0.0,2.0,0.5267665471738058,0.6222667941325961,0.0,0.0,0.0,0.0,0.0,14.0,0.34157325282169715
33.0,0.0,1.0,2.0,0.9376486251171365,0.8744325752545626,0.0,1.0,0.0,0.0,0.0,16.0,7.5949050333834744
11.0,0.0,0.0,1.0,0.9237076285880378,0.7779677085576422,1.0,0.0,0.0,0.0,0.0,16.0,10.1132864237856
23.0,0.0,0.0,0.0,0.7771230080029147,0.836398435543924,1.0,0.0,0.0,0.0,0.0,10.0,1.5124489320632468
23.0,0.0,0.0,1.0,0.4935293808884303,0.7253405478153745,1.0,0.0,0.0,0.0,0.0,9.0,7.188868434065165
7.0,1.0,0.0,0.0,0.6191290899354627,0.39936047892794885,1.0,0.0,0.0,0.0,0.0,13.0,10.294425945052227
10.0,0.0,0.0,0.0,1.0386430703330056,0.42959477211356334,1.0,0.0,0.0,0.0,0.0,12.0,10.494268133065841
10.0,0.0,0.0,0.0,0.9995350882662747,0.435456621906412,1.0,0.0,0.0,0.0,0.0,14.0,2.8132705308955086
21.0,1.0,0.0,2.0,0.9855061209396829,0.7181923984962502,1.0,0.0,0.0,0.0,0.0,15.0,3.3898857038676953
15.0,1.0,0.0,1.0,0.8039876600231987,0.9374855432440515,0.0,0.0,0.0,0.0,0.0,15.0,0.8561289874142592
13.0,0.0,0.0,2.0,0.8592112249908788,0.9402468881205768,0.0,0.0,0.0,0.0,0.0,9.0,10.386862026637534
7.0,0.0,0.0,1.0,0.5360312060897486,0.744100509076124,1.0,0.0,0.0,0.0,0.0,16.0,6.926189146683273
23.0,0.0,1.0,1.0,0.48954013517866474,0.4056087030706506,1.0,1.0,0.0,0.0,0.0,16.0,5.0303778916203665
17.0,0.0,0.0,0.0,0.6985429507703707,0.8331463397772628,1.0,0.0,0.0,0.0,0.0,16.0,1.7509508114867054
5.0,0.0,0.0,2.0,0.45273234129728923,0.6044198479905759,1.0,0.0,0.0,0.0,0.0,14.0,9.409963998534488
6.0,0.0,1.0,2.0,0.772309257673382,0.9267920364604716,1.0,1.0,0.0,0.0,0.0,16.0,4.573868318685358
32.0,0.0,0.0,2.0,0.5823297492214305,0.4055357666220835,0.0,0.0,0.0,0.0,0.0,10.0,11.699438559010218
22.0,0.0,0.0,0.0,0.7560963491333157,0.7793657165219104,0.0,0.0,0.0,0.0,0.0,8.0,4.333325111692796
2.0,1.0,0.0,2.0,0.6408728545850402,0.7773999799044045,1.0,0.0,0.0,0.0,0.0,12.0,0.5152025060359208
19.0,0.0,0.0,2.0,0.9312936547353894,0.3589492711812021,0.0,0.0,0.0,0.0,0.0,8.0,0.8603794108419911
34.0,0.0,0.0,1.0,0.5751453451744534,0.37043768629520846,0.0,0.0,0.0,0.0,0.0,12.0,9.936526626939342
11.0,0.0,0.0,2.0,0.5179886184141789,0.3891743066228674,1.0,0.0,0.0,0.0,0.0,14.0,2.056597564322209
11.0,0.0,1.0,2.0,0.9594987463471176,0.7708627910193895,1.0,1.0,0.0,0.0,0.0,9.0,8.813984809130819
18.0,0.0,0.0,2.0,0.7863832156292536,0.4536374611752326,1.0,0.0,0.0,0.0,0.0,10.0,2.8419729725706113
5.0,0.0,0.0,2.0,0.8218992734834495,0.5270549450028617,0.0,0.0,0.0,0.0,0.0,14.0,2.2937023305051993
8.0,0.0,0.0,2.0,0.7240309947628425,0.6354687095436335,0.0,0.0,0.0,0.0,0.0,11.0,2.392728244879353
12.0,0.0,0.0,0.0,0.44116499813223004,0.5741827994734754,0.0,0.0,0.0,0.0,0.0,14.0,11.518055141431665
30.0,0.0,0.0,1.0,0.7376401377199246,0.38469527841945367,1.0,0.0,0.0,0.0,0.0,15.0,2.219942291076035
23.0,1.0,0.0,1.0,0.5304255631521007,0.4550504011378914,1.0,0.0,0.0,0.0,0.0,13.0,10.407790294583556
23.0,0.0,0.0,2.0,0.6376012289151801,0.37223793798293614,0.0,0.0,0.0,0.0,0.0,8.0,6.183305957763317
15.0,0.0,0.0,2.0,1.073334453203309,0.8203001626137241,1.0,0.0,0.0,0.0,0.0,11.0,11.171730156158457
27.0,0.0,1.0,2.0,0.8640818154989389,0.5904226721371437,1.0,1.0,0.0,0.0,0.0,15.0,10.210255587782958
12.0,0.0,0.0,1.0,0.5228988050988861,0.8870409471780766,1.0,0.0,0.0,0.0,0.0,15.0,8.191890401431811
7.0,0.0,1.0,2.0,1.0579493809872496,0.6288139758258346,1.0,1.0,0.0,0.0,0.0,8.0,5.700941778103927
10.0,0.0,0.0,1.0,0.9300579535866036,0.35885626497066936,1.0,0.0,0.0,0.0,0.0,12.0,4.947929812396606
30.0,0.0,0.0,2.0,0.6096366462835848,0.3920167661027927,1.0,0.0,0.0,0.0,0.0,15.0,6.867795937532347
13.0,0.0,0.0,1.0,0.40788965130037086,0.4146696549188136,1.0,0.0,0.0,0.0,0.0,9.0,3.1840775277264375
34.0,0.0,0.0,2.0,0.7340779816232181,0.8772399048439491,0.0,0.0,0.0,0.0,0.0,11.0,6.904837814484648
13.0,1.0,0.0,2.0,0.7944787605768792,0.9041432265483795,1.0,0.0,0.0,0.0,0.0,11.0,9.4319497787624
22.0,0.0,1.0,1.0,0.815679121402425,0.7831796079820088,1.0,1.0,0.0,0.0,0.0,16.0,4.727059207713221
29.0,0.0,1.0,1.0,0.8468083007065972,0.5595167656066062,0.0,1.0,0.0,0.0,0.0,15.0,0.875909444235255
31.0,0.0,0.0,1.0,0.922003270126525,0.7457984176533664,0.0,0.0,0.0,0.0,0.0,11.0,6.647231046732695
33.0,0.0,0.0,0.0,1.0270228654243432,0.4954176149348987,1.0,0.0,0.0,0.0,0.0,15.0,0.7370910079414423
9.0,0.0,0.0,0.0,0.8230491914459923,0.7092047328696125,0.0,0.0,0.0,0.0,0.0,14.0,3.320130325698887
2.0,0.0,0.0,0.0,0.8320611867298467,0.8916332868613008,1.0,0.0,0.0,0.0,0.0,17.0,4.472890366227334
31.0,0.0,0.0,2.0,0.801032040484021,0.401932390131252,0.0,0.0,0.0,0.0,0.0,12.0,10.608418271938623
34.0,0.0,0.0,2.0,0.9880797914962102,0.7733990648610239,1.0,0.0,0.0,0.0,0.0,17.0,5.252498829479659
26.0,0.0,1.0,2.0,0.40129388704860314,0.6746287746062306,0.0,1.0,0.0,0.0,0.0,17.0,0.594876101059043
9.0,0.0,0.0,1.0,0.8061195263071433,0.896643686431586,0.0,0.0,0.0,0.0,0.0,10.0,8.314733256642203
31.0,0.0,0.0,0.0,0.8919886992071347,0.6277812404976562,0.0,0.0,0.0,0.0,0.0,12.0,9.359666292834355
5.0,0.0,0.0,2.0,0.6049637252767972,0.6447366376307243,1.0,0.0,0.0,0.0,0.0,12.0,5.606286557260443
25.0,1.0,0.0,2.0,0.8527212346501843,0.5172603179038987,1.0,0.0,0.0,0.0,0.0,14.0,2.451973614095048
7.0,0.0,0.0,0.0,1.0010099404873232,0.6355248049778197,1.0,0.0,0.0,0.0,0.0,14.0,6.319545161117189
25.0,0.0,0.0,1.0,0.8015667025688124,0.8645153767311633,1.0,0.0,0.0,0.0,0.0,16.0,11.214140749173382
15.0,0.0,0.0,0.0,0.7829910092522014,0.35322943979695326,0.0,0.0,0.0,0.0,0.0,12.0,10.459052613538118
6.0,0.0,0.0,0.0,0.6979000260141932,0.7086865331589656,1.0,0.0,0.0,0.0,0.0,12.0,1.4788521999002542
20.0,0.0,0.0,2.0,0.8681741856832451,0.5299693991342539,0.0,0.0,0.0,0.0,0.0,13.0,4.8964005399484005
10.0,0.0,0.0,1.0,0.8590320032969558,0.6206325799499456,0.0,0.0,0.0,0.0,0.0,12.0,1.2119328527961872
22.0,0.0,0.0,0.0,0.9617041011683349,0.8649501137941406,0.0,0.0,0.0,0.0,0.0,8.0,5.292209072703317
32.0,0.0,1.0,1.0,0.7333672852659653,0.8403430856659346,0.0,1.0,0.0,0.0,0.0,16.0,11.670488151681932
11.0,0.0,0.0,0.0,0.9163343412125132,0.9067738399423034,0.0,0.0,0.0,0.0,0.0,8.0,4.5303314580321725
20.0,0.0,0.0,0.0,0.9014021842143508,0.42722380917393676,1.0,0.0,0.0,0.0,0.0,17.0,4.38370130628452
26.0,0.0,1.0,0.0,0.7596343453297763,0.57264627346914,1.0,1.0,0.0,0.0,0.0,9.0,0.880213029548091
10.0,0.0,0.0,0.0,1.0136320818827218,0.6241542507498825,0.0,0.0,0.0,0.0,0.0,8.0,4.983195639903387
3.0,0.0,0.0,0.0,0.5402647101500031,0.4805535090054077,1.0,0.0,0.0,0.0,0.0,11.0,2.428350949402733
11.0,0.0,0.0,0.0,0.9828138798079262,0.37849363171423145,1.0,0.0,0.0,0.0,0.0,8.0,3.4871842219533233
31.0,1.0,0.0,2.0,1.009035462731424,0.808263923865648,1.0,0.0,0.0,0.0,0.0,9.0,0.7064589945015357
2.0,0.0,0.0,2.0,0.7103343543562015,0.7385362887635203,0.0,0.0,0.0,0.0,0.0,17.0,2.7585620089179113
17.0,1.0,0.0,2.0,0.8929336315189187,0.6402608551050822,0.0,0.0,0.0,0.0,0.0,12.0,7.080402219070613
22.0,0.0,0.0,0.0,0.9255323187348194,0.41354909553006863,1.0,0.0,0.0,0.0,0.0,9.0,7.97512149118066
13.0,0.0,0.0,2.0,0.5057160874231287,0.3701498233517967,1.0,0.0,0.0,0.0,0.0,17.0,11.569838010248782
6.0,1.0,0.0,0.0,0.9243771880144975,0.3758959386222609,1.0,0.0,0.0,0.0,0.0,15.0,10.280279752570218
30.0,0.0,0.0,1.0,0.9265548210511736,0.5986550806263242,1.0,0.0,0.0,0.0,0.0,17.0,1.6978669383414016
4.0,0.0,0.0,1.0,0.8867008536727709,0.5639243229454431,1.0,0.0,0.0,0.0,0.0,17.0,6.469153504197565
34.0,0.0,1.0,1.0,0.644939483548444,0.8599308663264289,0.0,1.0,0.0,0.0,0.0,16.0,7.4942845917147105
8.0,1.0,0.0,2.0,1.0395818002852808,0.6368355414138122,1.0,0.0,0.0,0.0,0.0,8.0,7.769196186450285
32.0,0.0,0.0,0.0,0.9333576619606672,0.42296927945707774,0.0,0.0,0.0,0.0,0.0,12.0,5.303169973915021
10.0,1.0,0.0,1.0,1.0524831100473744,0.7988992230098177,1.0,0.0,0.0,0.0,0.0,9.0,5.502165671563837
30.0,0.0,0.0,1.0,0.540615651873711,0.39580771730504305,1.0,0.0,0.0,0.0,0.0,13.0,0.30634412744260764
29.0,0.0,0.0,2.0,0.44979057785593046,0.5405595622146396,1.0,0.0,0.0,0.0,0.0,15.0,11.513606048528677
13.0,0.0,1.0,1.0,0.8513774280042764,0.37462548656317823,1.0,1.0,0.0,0.0,0.0,16.0,1.5979429974633614
31.0,0.0,0.0,1.0,0.7997812990900841,0.3588746921629877,0.0,0.0,0.0,0.0,0.0,16.0,6.81262203826828
20.0,1.0,0.0,1.0,0.7924196762967598,0.5157937043342724,1.0,0.0,0.0,0.0,0.0,12.0,0.9584484613168519
18.0,0.0,0.0,1.0,0.9525897780855586,0.5265576633240611,1.0,0.0,0.0,0.0,0.0,11.0,6.98878471100232
2.0,0.0,0.0,0.0,0.44647625435256144,0.9135827489222728,0.0,0.0,0.0,0.0,0.0,15.0,8.001181365430014
6.0,0.0,1.0,0.0,1.0220390111477695,0.7934799883298367,1.0,1.0,0.0,0.0,0.0,12.0,9.55984034652139
6.0,0.0,0.0,2.0,0.7910492908642424,0.9198231194403234,1.0,0.0,0.0,0.0,0.0,10.0,6.103256034082342
10.0,0.0,0.0,0.0,0.8326463685534774,0.35900786280468605,0.0,0.0,0.0,0.0,0.0,14.0,1.1181161807685351
26.0,0.0,0.0,1.0,0.7214978822362634,0.738774583656271,0.0,0.0,0.0,0.0,0.0,9.0,3.563533078247983
13.0,0.0,1.0,1.0,1.0363479760584446,0.907931093262374,0.0,1.0,0.0,0.0,0.0,10.0,4.600595191475759
30.0,1.0,0.0,1.0,1.0680760851237414,0.9440846110338181,0.0,0.0,0.0,0.0,0.0,9.0,0.5827604715762977
33.0,0.0,0.0,0.0,0.45074513069275185,0.609366607008313,1.0,0.0,0.0,0.0,0.0,16.0,10.546919173588325
13.0,1.0,0.0,0.0,0.5555938926675785,0.4435356385992651,1.0,0.0,0.0,0.0,0.0,11.0,3.2043828103319685
32.0,0.0,0.0,0.0,0.9496645978582832,0.6732361192986419,1.0,0.0,0.0,0.0,0.0,17.0,11.88475605952552
24.0,0.0,0.0,1.0,0.4381438441459704,0.552127431824503,0.0,0.0,0.0,0.0,0.0,8.0,4.491494193947422
17.0,1.0,0.0,1.0,0.6750226477614217,0.8646141755107364,1.0,0.0,0.0,0.0,0.0,9.0,0.46959605590667525
15.0,1.0,0.0,2.0,1.0547501806650268,0.7434647219568952,1.0,0.0,0.0,0.0,0.0,13.0,9.272006189657898
7.0,0.0,1.0,2.0,0.929576416528001,0.7317186164660638,1.0,1.0,0.0,0.0,0.0,12.0,8.265442262475885
5.0,0.0,0.0,1.0,0.4848557228924251,0.5541243447797521,0.0,0.0,0.0,0.0,0.0,12.0,3.3916484104885507
23.0,0.0,0.0,1.0,0.9928454506174103,0.8804692703572997,1.0,0.0,0.0,0.0,0.0,16.0,11.514818976981338
5.0,0.0,0.0,1.0,1.0644048320308366,0.5923182496515831,0.0,0.0,0.0,0.0,0.0,9.0,7.031223653174519
20.0,0.0,0.0,0.0,0.5625705002119891,0.6521430671386625,1.0,0.0,0.0,0.0,0.0,11.0,10.91401490763445
5.0,1.0,0.0,1.0,0.4203263474053083,0.5586095178440227,0.0,0.0,0.0,0.0,0.0,8.0,1.5747303954056084
6.0,0.0,0.0,2.0,0.67430797115019,0.8703157535220298,0.0,0.0,0.0,0.0,0.0,15.0,6.097136876069477
20.0,1.0,0.0,0.0,1.0140958740686083,0.6906716514315278,1.0,0.0,0.0,0.0,0.0,9.0,6.8263318881411905
33.0,0.0,0.0,2.0,0.8950894662815578,0.839503738695799,0.0,0.0,0.0,0.0,0.0,11.0,3.396665107306863
14.0,0.0,1.0,0.0,0.8060054748973938,0.6345735799663005,1.0,1.0,0.0,0.0,0.0,10.0,4.714813682058569
14.0,0.0,0.0,1.0,0.6732288416795555,0.9091454195256977,1.0,0.0,0.0,0.0,0.0,13.0,10.54445771442884
31.0,0.0,0.0,0.0,0.6890248760586835,0.3660460322257948,1.0,0.0,0.0,0.0,0.0,12.0,7.652145491686183
19.0,0.0,0.0,1.0,0.7858081669743961,0.4557307566594684,1.0,0.0,0.0,0.0,0.0,10.0,4.726739533122039
13.0,0.0,0.0,2.0,0.5068430894515378,0.5095109721278916,0.0,0.0,0.0,0.0,0.0,13.0,10.123964099437107
5.0,1.0,0.0,0.0,0.925308865277249,0.41186702159563016,1.0,0.0,0.0,0.0,0.0,12.0,10.773203578700091
29.0,0.0,1.0,1.0,1.0750886610729171,0.8638323797932633,0.0,1.0,0.0,0.0,0.0,12.0,5.132860773081237
2.0,0.0,0.0,0.0,0.6794015892727071,0.8516168799209053,1.0,0.0,0.0,0.0,0.0,8.0,7.481160472570014
33.0,1.0,0.0,1.0,0.551050952416298,0.4069122491804876,1.0,0.0,0.0,0.0,0.0,16.0,1.8580351567051603
22.0,0.0,0.0,1.0,0.5794842956581885,0.3720106459838564,0.0,0.0,0.0,0.0,0.0,11.0,4.433358750909324
29.0,1.0,0.0,0.0,0.6944088836112717,0.40804291112638613,1.0,0.0,0.0,0.0,0.0,9.0,7.4559322608126095
21.0,0.0,0.0,2.0,0.5872379764999861,0.7061325566189413,1.0,0.0,0.0,0.0,0.0,14.0,4.429003561809328
31.0,0.0,0.0,1.0,1.0790565910207626,0.874660165450207,1.0,0.0,0.0,0.0,0.0,10.0,8.641549766615315
3.0,0.0,0.0,2.0,0.4489155938038006,0.8932119423575176,1.0,0.0,0.0,0.0,0.0,14.0,8.65506314361879
6.0,0.0,0.0,1.0,0.46814641237665,0.6742402837857636,1.0,0.0,0.0,0.0,0.0,17.0,10.875750515817547
14.0,1.0,0.0,0.0,0.9640933823407085,0.45120568766062774,0.0,0.0,0.0,0.0,0.0,11.0,11.306665354799998
29.0,0.0,0.0,0.0,1.006419096713614,0.7224286050639256,1.0,0.0,0.0,0.0,0.0,14.0,4.813912770589418
